"reviewStatus","reviewer","reviewNotes","bookTitle","grade","term","readingType","regionId","chapterTitle","questionType","difficulty","prompt","options","answerIndex","answerText","answerRubric","successResponse","retryResponse","sourceLabel","sourceExcerpt","bookId","chapterId","questionId"
"pending","","","小巴掌童话","1","上册","必读","magic-forest","小巴掌童话 片段 1","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“来吧”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“来吧”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《小巴掌童话》·小巴掌童话 片段 1","月亮洒下银白色的光，把山坡照亮，把森林照亮，也把贪心鬼的小
屋照亮。","local-1年级-一年级上册必读-小巴掌童话","local-1年级-一年级上册必读-小巴掌童话-chapter-1","local-1年级-一年级上册必读-小巴掌童话-chapter-1-q2"
"pending","","","小巴掌童话","1","上册","必读","magic-forest","小巴掌童话 片段 1","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“他说”说明故事变化","提到“他说”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《小巴掌童话》·小巴掌童话 片段 1","”
床没说话，却轻轻地哼唱起来：
北风吹，北风吹，
小鼹鼠在家吃吃又睡睡；
雪花下，雪花下，
飘不进鼹鼠温暖的家
……
这下小刺猬放心了，他说：
“
可是这会儿我肚子咕咕叫呢！","local-1年级-一年级上册必读-小巴掌童话","local-1年级-一年级上册必读-小巴掌童话-chapter-1","local-1年级-一年级上册必读-小巴掌童话-chapter-1-q3"
"pending","","","小巴掌童话","1","上册","必读","magic-forest","小巴掌童话 片段 2","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","喵呜 | 猫捉老鼠回旋曲 | 小老鼠尖嘴","0","喵呜","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《小巴掌童话》·小巴掌童话 片段 2","过会儿睁眼瞧
——
你的床柜上
会有栗子、枣
……
小刺猬闭上眼睛，过会儿再睁眼一瞧，他的床柜上真的又有栗子又
有枣，栗子还是剥了壳的呢。","local-1年级-一年级上册必读-小巴掌童话","local-1年级-一年级上册必读-小巴掌童话-chapter-2","local-1年级-一年级上册必读-小巴掌童话-chapter-2-q1"
"pending","","","小巴掌童话","1","上册","必读","magic-forest","小巴掌童话 片段 2","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“袜子”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“袜子”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《小巴掌童话》·小巴掌童话 片段 2","这
上面有两双袜子特别好看，很有艺术价值，给我做收藏品吧。","local-1年级-一年级上册必读-小巴掌童话","local-1年级-一年级上册必读-小巴掌童话-chapter-2","local-1年级-一年级上册必读-小巴掌童话-chapter-2-q2"
"pending","","","小巴掌童话","1","上册","必读","magic-forest","小巴掌童话 片段 2","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“猫捉老鼠回旋曲”说明故事变化","提到“猫捉老鼠回旋曲”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《小巴掌童话》·小巴掌童话 片段 2","这只干了许多坏事的小老鼠，最后死于心脏病突发，而在他离开世
界的最后一刻，耳边响的仍然是
——
《猫捉老鼠回旋曲》。","local-1年级-一年级上册必读-小巴掌童话","local-1年级-一年级上册必读-小巴掌童话-chapter-2","local-1年级-一年级上册必读-小巴掌童话-chapter-2-q3"
"pending","","","小巴掌童话","1","上册","必读","magic-forest","小巴掌童话 片段 3","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","大嘴巴 | 胖墩儿 | 早上好朋友","0","大嘴巴","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《小巴掌童话》·小巴掌童话 片段 3","8.
锯成两半儿的月亮
小青蛙蹲在荷叶上，他在数着池塘里的星星，一颗、两颗、三颗，
数着数着，他打起了瞌睡。","local-1年级-一年级上册必读-小巴掌童话","local-1年级-一年级上册必读-小巴掌童话-chapter-3","local-1年级-一年级上册必读-小巴掌童话-chapter-3-q1"
"pending","","","小巴掌童话","1","上册","必读","magic-forest","小巴掌童话 片段 3","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“大嘴巴”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“大嘴巴”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《小巴掌童话》·小巴掌童话 片段 3","最后，豪猪大夫为蛤蟆先生开了一张药方。","local-1年级-一年级上册必读-小巴掌童话","local-1年级-一年级上册必读-小巴掌童话-chapter-3","local-1年级-一年级上册必读-小巴掌童话-chapter-3-q2"
"pending","","","小巴掌童话","1","上册","必读","magic-forest","小巴掌童话 片段 3","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“大嘴巴”说明故事变化","提到“大嘴巴”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《小巴掌童话》·小巴掌童话 片段 3","过了好久好久，鼹鼠先生不说话，兔子先生也沉默不语，他不想打
断鼹鼠先生的思索。","local-1年级-一年级上册必读-小巴掌童话","local-1年级-一年级上册必读-小巴掌童话-chapter-3","local-1年级-一年级上册必读-小巴掌童话-chapter-3-q3"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 1","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","注音版没头 | 脑和不高兴 | 任溶溶著浙","0","注音版没头","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《没头脑和不高兴》·没头脑和不高兴 片段 1","注音版
没头脑和不高兴
任溶溶 著
浙版数媒

欢迎了。","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-1","local-2年级-二年级上册必读-没头脑和不高兴-chapter-1-q1"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 1","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“注音版没头”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“注音版没头”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《没头脑和不高兴》·没头脑和不高兴 片段 1","tā
他
zhǎo
找
dào
到
shū
书
bāo
包
，
zǒu
走
le
了
。","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-1","local-2年级-二年级上册必读-没头脑和不高兴-chapter-1-q2"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 1","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“注音版没头”说明故事变化","提到“注音版没头”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《没头脑和不高兴》·没头脑和不高兴 片段 1","méi
没
tóu
头
nǎo
脑
zuò
坐
xià
下
zuò
做
ɡōnɡ
功
kè
课
，
liàn
练
xí
习
běn
本","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-1","local-2年级-二年级上册必读-没头脑和不高兴-chapter-1-q3"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 2","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","没头脑和不高兴 | 小路 | 星光","0","没头脑和不高兴","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《没头脑和不高兴》·没头脑和不高兴 片段 2","zěn
怎
me
么
yě
也
zhǎo
找
bù
不
zháo
着
。","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-2","local-2年级-二年级上册必读-没头脑和不高兴-chapter-2-q1"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 2","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“没头脑和不高兴”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“没头脑和不高兴”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《没头脑和不高兴》·没头脑和不高兴 片段 2","kě
可
shì
是
kè
课
běn
本
ne
呢
？","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-2","local-2年级-二年级上册必读-没头脑和不高兴-chapter-2-q2"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 2","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“没头脑和不高兴”说明故事变化","提到“没头脑和不高兴”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《没头脑和不高兴》·没头脑和不高兴 片段 2","”
tā
他
yī
一
bù
不
ɡāo
高
xìnɡ
兴
，
ɡōnɡ
功
kè
课
yě
也
bù
不
zuò
做
le
了
，
jiù
就
shànɡ
上
chuánɡ
床
qù
去
shuì
睡
jiào
觉
。","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-2","local-2年级-二年级上册必读-没头脑和不高兴-chapter-2-q3"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 3","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","xìnɡ兴 | 小路 | 星光","0","xìnɡ兴","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《没头脑和不高兴》·没头脑和不高兴 片段 3","méi
没
tóu
头
nǎo
脑
tǎnɡ
躺
zài
在
chuánɡ
床
shɑnɡ
上
，
xīn
心
li
里
shuō
说
：
“
zhè
这
diǎn
点
xiǎo
小
shì
事
，
yě
也
fàn
犯
de
得
zháo
着
dí
嘀
ɡu
咕
ɡè
个
méi
没
wán
完
！","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-3","local-2年级-二年级上册必读-没头脑和不高兴-chapter-3-q1"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 3","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“xìnɡ兴”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“xìnɡ兴”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《没头脑和不高兴》·没头脑和不高兴 片段 3","zhēn
真
bǎ
把
rén
人
fán
烦
sǐ
死
le
了
。","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-3","local-2年级-二年级上册必读-没头脑和不高兴-chapter-3-q2"
"pending","","","没头脑和不高兴","2","上册","必读","magic-forest","没头脑和不高兴 片段 3","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“xìnɡ兴”说明故事变化","提到“xìnɡ兴”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《没头脑和不高兴》·没头脑和不高兴 片段 3","wǒ
我
kàn
看
nǐ
你
yɑ
呀
，
shù
竖
méi
眉
mɑo
毛
，
dènɡ
瞪
yǎn
眼
jinɡ
睛","local-2年级-二年级上册必读-没头脑和不高兴","local-2年级-二年级上册必读-没头脑和不高兴-chapter-3","local-2年级-二年级上册必读-没头脑和不高兴-chapter-3-q3"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 1","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","打火匣 | 拿钱 | 这倒挺好","0","打火匣","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《安徒生童话》·安徒生童话 片段 1","安徒生的父亲是一名贫穷的鞋匠，
母亲则出外帮人洗衣贴补家用。","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-1","local-2年级-二年级下册必读-安徒生童话-chapter-1-q1"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 1","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“打火匣”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“打火匣”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《安徒生童话》·安徒生童话 片段 1","你一点也不用怕它，只需要把它
放在我的围裙上，它就不会伤害你了，你可以从那口箱子里取金币，想
拿多少就拿多少。","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-1","local-2年级-二年级下册必读-安徒生童话-chapter-1-q2"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 1","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“打火匣”说明故事变化","提到“打火匣”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《安徒生童话》·安徒生童话 片段 1","”
士兵说道，
“
赶紧告诉我，你要它做什么用。","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-1","local-2年级-二年级下册必读-安徒生童话-chapter-1-q3"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 2","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","怎么回事 | 在这里 | 你去哪儿都看不到她","0","怎么回事","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《安徒生童话》·安徒生童话 片段 2","士兵把所有的
金币都用巫婆的围裙包了起来背在肩膀上，又把打火匣放在了口袋里，
然后向着城市进发。","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-2","local-2年级-二年级下册必读-安徒生童话-chapter-2-q1"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 2","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“怎么回事”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“怎么回事”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《安徒生童话》·安徒生童话 片段 2","士兵太思念那位可爱的公主了，还想再见见她。","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-2","local-2年级-二年级下册必读-安徒生童话-chapter-2-q2"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 2","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“怎么回事”说明故事变化","提到“怎么回事”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《安徒生童话》·安徒生童话 片段 2","”
国王苦苦哀求，可是狗还是把他和王后一起叼","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-2","local-2年级-二年级下册必读-安徒生童话-chapter-2-q3"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 3","memory","1","林间守护者轻声问：刚才这段里，哪个线索最值得记住？","万岁 | 问候 | 当然没问题","0","万岁","","林间守护者点点头：对，就是这个线索。你已经抓住故事里的关键了。","林间守护者提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《安徒生童话》·安徒生童话 片段 3","士兵们也害怕了，然后人们喊了起来：
“
年轻的士
兵，你来做我们的国王吧，和我们美丽的公主结婚！","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-3","local-2年级-二年级下册必读-安徒生童话-chapter-3-q1"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 3","plot_choice","2","林间守护者摊开地图：如果要继续冒险，下面哪个行动最像这一段故事接下来会发生的事？","沿着“万岁”这条线索继续找 | 先离开故事去做别的事 | 假装什么都没有发生","0","沿着“万岁”这条线索继续找","","林间守护者露出笑容：没错，真正的冒险者会顺着故事线索往前走。","林间守护者指了指书页：想一想，这一段里什么事情让故事继续前进？","《安徒生童话》·安徒生童话 片段 3","小克劳斯爬到上面躺了下来，翻了个身找到一个舒服的姿势。","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-3","local-2年级-二年级下册必读-安徒生童话-chapter-3-q2"
"pending","","","安徒生童话","2","下册","必读","magic-forest","安徒生童话 片段 3","npc_dialogue","2","林间守护者说：请用一句话告诉我，这段故事里发生了什么重要变化？","","","围绕“万岁”说明故事变化","提到“万岁”或同义线索 | 能说明人物、事件或情绪的变化 | 不是只抄一句无关原文","林间守护者把这条线索记进冒险日志：说得好，我们可以继续前进了。","林间守护者温和地说：可以再具体一点，说说谁做了什么，或者发生了什么变化。","《安徒生童话》·安徒生童话 片段 3","此时，小克劳斯
又开始踩他的袋子，弄得吱吱作响。","local-2年级-二年级下册必读-安徒生童话","local-2年级-二年级下册必读-安徒生童话-chapter-3","local-2年级-二年级下册必读-安徒生童话-chapter-3-q3"
"pending","","","绿野仙踪","2","下册","必读","sky-kingdom","第一章　遭遇龙卷风","memory","1","云端信使轻声问：刚才这段里，哪个线索最值得记住？","龙卷风避难穴 | 龙卷风要来了艾姆 | 我去看看牲口","0","龙卷风避难穴","","云端信使点点头：对，就是这个线索。你已经抓住故事里的关键了。","云端信使提醒你：回到刚才读过的片段，找一找反复出现或推动情节的词。","《绿野仙踪》·第一章　遭遇龙卷风","多萝茜和亨利叔叔、艾姆婶婶一起住在一望无垠的堪萨斯大草原
上，一家人靠农牧为生。","local-2年级-二年级下册必读-绿野仙踪","local-2年级-二年级下册必读-绿野仙踪-chapter-1","local-2年级-二年级下册必读-绿野仙踪-chapter-1-q1"
